city,ST,state,county_name,lat,lng,population,density
Oak Grove,LA,Louisiana,West Carroll,32.8619,-91.3911,1598,359
Gardere,LA,Louisiana,East Baton Rouge,30.3582,-91.1345,11229,1305
Loreauville,LA,Louisiana,Iberia,30.0601,-91.7378,885,766
Moss Bluff,LA,Louisiana,Calcasieu,30.3039,-93.2051,12491,316
Basile,LA,Louisiana,Evangeline,30.4855,-92.601,1811,602
Morse,LA,Louisiana,Acadia,30.1221,-92.4985,803,221
Richmond,LA,Louisiana,Madison,32.3884,-91.1804,558,129
Gibsland,LA,Louisiana,Bienville,32.5395,-93.0541,921,135
Ponchatoula,LA,Louisiana,Tangipahoa,30.4403,-90.4428,7265,592
Ashland,LA,Louisiana,Natchitoches,32.1164,-93.1171,264,3
Bayou Blue,LA,Louisiana,Lafourche,29.6341,-90.6732,12434,206
Benton,LA,Louisiana,Bossier,32.6906,-93.74,5743,372
Covington,LA,Louisiana,St. Tammany,30.4808,-90.1122,10416,500
Bryceland,LA,Louisiana,Bienville,32.4485,-92.9924,103,17
Meraux,LA,Louisiana,St. Bernard,29.9284,-89.9179,7073,658
Duson,LA,Louisiana,Lafayette,30.2362,-92.1922,1780,219
Raceland,LA,Louisiana,Lafourche,29.7282,-90.6362,10322,184
Powhatan,LA,Louisiana,Natchitoches,31.8738,-93.2033,133,95
French Settlement,LA,Louisiana,Livingston,30.3159,-90.8033,1167,165
Forest,LA,Louisiana,West Carroll,32.7924,-91.4125,337,77
Chackbay,LA,Louisiana,Lafourche,29.8817,-90.7742,5647,76
Moreauville,LA,Louisiana,Avoyelles,31.0342,-91.9818,894,114
Forest Hill,LA,Louisiana,Rapides,31.0478,-92.5241,803,95
Erath,LA,Louisiana,Vermilion,29.9588,-92.0371,2087,458
Bayou L'Ourse,LA,Louisiana,Assumption,29.7174,-91.0607,1549,219
Lakeview,LA,Louisiana,Caddo,32.5238,-93.8299,1414,648
Choudrant,LA,Louisiana,Lincoln,32.5509,-92.5118,979,98
Elmwood,LA,Louisiana,Jefferson,29.9555,-90.1879,5037,515
Jamestown,LA,Louisiana,Bienville,32.3397,-93.2065,130,28
Plain Dealing,LA,Louisiana,Bossier,32.9074,-93.6992,960,234
Shreveport,LA,Louisiana,Caddo,32.4659,-93.7959,287432,692
Lutcher,LA,Louisiana,St. James,30.0646,-90.7124,3300,378
Chatham,LA,Louisiana,Jackson,32.3094,-92.4522,540,211
Pine Prairie,LA,Louisiana,Evangeline,30.7818,-92.4223,1465,350
Maurice,LA,Louisiana,Vermilion,30.1041,-92.1211,1413,196
Iota,LA,Louisiana,Acadia,30.326,-92.4956,1464,445
Georgetown,LA,Louisiana,Grant,31.7597,-92.3821,324,96
New Llano,LA,Louisiana,Vernon,31.097,-93.2767,2370,342
Hosston,LA,Louisiana,Caddo,32.8849,-93.882,311,44
St. Rose,LA,Louisiana,St. Charles,29.9649,-90.3088,8123,495
Bridge City,LA,Louisiana,Jefferson,29.9321,-90.1594,6957,642
Montgomery,LA,Louisiana,Grant,31.6677,-92.8877,721,134
Lacombe,LA,Louisiana,St. Tammany,30.3141,-89.931,8519,124
Kaplan,LA,Louisiana,Vermilion,30.006,-92.284,4762,755
DeRidder,LA,Louisiana,Beauregard,30.8467,-93.2931,13617,451
Pleasant Hill,LA,Louisiana,Sabine,31.8154,-93.5164,702,167
St. Gabriel,LA,Louisiana,Iberville,30.2536,-91.1013,7304,95
Lake Charles,LA,Louisiana,Calcasieu,30.2022,-93.2141,153633,688
Lucky,LA,Louisiana,Bienville,32.2443,-93.0158,262,12
Banks Springs,LA,Louisiana,Caldwell,32.0764,-92.085,1431,176
Lafitte,LA,Louisiana,Jefferson,29.6957,-90.0995,886,70
Gray,LA,Louisiana,Terrebonne,29.6776,-90.7833,5692,188
Frierson,LA,Louisiana,De Soto,32.2486,-93.6894,244,170
Gueydan,LA,Louisiana,Vermilion,30.0291,-92.5071,1386,585
Grayson,LA,Louisiana,Caldwell,32.0492,-92.1116,520,157
Violet,LA,Louisiana,St. Bernard,29.8962,-89.892,5705,561
Sibley,LA,Louisiana,Webster,32.5423,-93.2947,1168,116
Madisonville,LA,Louisiana,St. Tammany,30.4006,-90.1655,831,127
Lacassine,LA,Louisiana,Jefferson Davis,30.2331,-92.9208,394,86
Florien,LA,Louisiana,Sabine,31.448,-93.4583,610,105
Collinston,LA,Louisiana,Morehouse,32.6893,-91.8718,262,89
Calhoun,LA,Louisiana,Ouachita,32.5153,-92.3539,529,86
Bourg,LA,Louisiana,Terrebonne,29.557,-90.6064,2866,195
Estherwood,LA,Louisiana,Acadia,30.1816,-92.4633,999,206
Richwood,LA,Louisiana,Ouachita,32.4485,-92.0773,3409,522
Bordelonville,LA,Louisiana,Avoyelles,31.1012,-91.9005,572,50
Addis,LA,Louisiana,West Baton Rouge,30.3652,-91.2659,5227,480
Wallace,LA,Louisiana,St. John the Baptist,30.0303,-90.6569,520,31
Clayton,LA,Louisiana,Concordia,31.7226,-91.5373,672,164
Keachi,LA,Louisiana,De Soto,32.1708,-93.916,297,22
Longstreet,LA,Louisiana,De Soto,32.0976,-93.9505,159,29
Pointe a la Hache,LA,Louisiana,Plaquemines,29.5737,-89.7807,251,55
Rock Hill,LA,Louisiana,Grant,31.4427,-92.5695,160,16
Atlanta,LA,Louisiana,Winn,31.8064,-92.7383,151,53
Reeves,LA,Louisiana,Allen,30.5216,-93.0428,233,37
Cankton,LA,Louisiana,St. Landry,30.3455,-92.113,501,94
Belle Chasse,LA,Louisiana,Plaquemines,29.8472,-90.0069,13585,210
Zwolle,LA,Louisiana,Sabine,31.6398,-93.6412,1929,163
Natchez,LA,Louisiana,Natchitoches,31.6743,-93.0456,601,224
Lake Arthur,LA,Louisiana,Jefferson Davis,30.0795,-92.6773,2802,573
St. Maurice,LA,Louisiana,Winn,31.7613,-92.9389,414,23
Turkey Creek,LA,Louisiana,Evangeline,30.8732,-92.417,459,71
Joyce,LA,Louisiana,Winn,31.9347,-92.585,126,16
Ball,LA,Louisiana,Rapides,31.4188,-92.4084,4015,194
Columbia,LA,Louisiana,Caldwell,32.1026,-92.077,374,190
St. Joseph,LA,Louisiana,Tensas,31.9202,-91.2401,1032,447
Westminster,LA,Louisiana,East Baton Rouge,30.408,-91.0906,3063,1053
Greensburg,LA,Louisiana,St. Helena,30.83,-90.6698,666,102
Destrehan,LA,Louisiana,St. Charles,29.9625,-90.3676,10906,709
Galliano,LA,Louisiana,Lafourche,29.4471,-90.3096,7650,265
Denham Springs,LA,Louisiana,Livingston,30.4743,-90.9594,9834,520
Woodworth,LA,Louisiana,Rapides,31.1655,-92.5097,1131,49
Gilliam,LA,Louisiana,Caddo,32.829,-93.8433,161,31
Paulina,LA,Louisiana,St. James,30.0351,-90.7226,1157,96
Empire,LA,Louisiana,Plaquemines,29.4133,-89.6052,1054,78
Bayou Goula,LA,Louisiana,Iberville,30.2105,-91.1765,513,81
Swartz,LA,Louisiana,Ouachita,32.5809,-91.9869,4839,229
Natalbany,LA,Louisiana,Tangipahoa,30.5486,-90.4848,2816,245
North Vacherie,LA,Louisiana,St. James,30.0047,-90.711,2135,148
Bayou Corne,LA,Louisiana,Assumption,30.0159,-91.1528,18,19
Fenton,LA,Louisiana,Jefferson Davis,30.3638,-92.9164,369,344
Supreme,LA,Louisiana,Assumption,29.8604,-90.9955,859,97
Garyville,LA,Louisiana,St. John the Baptist,30.0688,-90.6285,2225,60
Prairieville,LA,Louisiana,Ascension,30.3151,-90.9571,30536,535
Luling,LA,Louisiana,St. Charles,29.9008,-90.3523,13088,216
Hall Summit,LA,Louisiana,Red River,32.1768,-93.3055,287,66
Old Jefferson,LA,Louisiana,East Baton Rouge,30.3776,-91.006,8283,908
Ville Platte,LA,Louisiana,Evangeline,30.6901,-92.2744,8996,688
Mansura,LA,Louisiana,Avoyelles,31.0673,-92.0528,1406,190
Branch,LA,Louisiana,Acadia,30.348,-92.2771,133,6
Amite City,LA,Louisiana,Tangipahoa,30.7323,-90.5133,6609,442
Rayne,LA,Louisiana,Acadia,30.2403,-92.2668,9621,828
Jeanerette,LA,Louisiana,Iberia,29.9157,-91.6758,6441,891
Edgard,LA,Louisiana,St. John the Baptist,30.0362,-90.546,2315,78
Sterlington,LA,Louisiana,Ouachita,32.6887,-92.0603,2554,349
Baker,LA,Louisiana,East Baton Rouge,30.5833,-91.1581,13537,621
Simpson,LA,Louisiana,Vernon,31.2583,-93.0194,606,37
Oscarville,AK,Alaska,Bethel,60.7287,-161.773,36,5
Kasaan,AK,Alaska,Prince of Wales-Hyder,55.5573,-132.4137,50,3
Mountain Village,AK,Alaska,Kusilvak,62.0911,-163.7209,864,79
Tanana,AK,Alaska,Yukon-Koyukuk,65.1746,-152.0684,255,9
Rampart,AK,Alaska,Yukon-Koyukuk,65.4087,-149.9916,36,0
Moose Pass,AK,Alaska,Kenai Peninsula,60.4997,-149.4464,282,6
Deltana,AK,Alaska,Southeast Fairbanks,63.8724,-145.2158,2635,1
Atka,AK,Alaska,Aleutians West,52.2301,-174.2133,85,3
Sitka,AK,Alaska,Sitka,57.2401,-135.3153,6875,1
Petersburg,AK,Alaska,Petersburg Borough,56.7566,-132.8727,3087,26
Aniak,AK,Alaska,Bethel,61.5817,-159.5451,540,33
Kiana,AK,Alaska,Northwest Arctic,66.9726,-160.4344,331,679
Hydaburg,AK,Alaska,Prince of Wales-Hyder,55.2062,-132.8208,396,533
Gulkana,AK,Alaska,Valdez-Cordova,62.2152,-145.4449,13,0
Brevig Mission,AK,Alaska,Nome,65.3413,-166.4953,397,63
False Pass,AK,Alaska,Aleutians East,54.8415,-163.348,44,0
Northway Village,AK,Alaska,Southeast Fairbanks,62.9821,-141.9294,70,11
Hobart Bay,AK,Alaska,Petersburg Borough,57.4212,-133.3231,0,0
Livengood,AK,Alaska,Yukon-Koyukuk,65.4817,-148.4171,0,0
Nelson Lagoon,AK,Alaska,Aleutians East,55.8451,-161.6103,54,0
Savoonga,AK,Alaska,Nome,63.6797,-170.4831,698,45
Lake Minchumina,AK,Alaska,Yukon-Koyukuk,63.798,-152.3448,20,0
Wrangell,AK,Alaska,Wrangell,56.3317,-132.0223,2521,0
Pilot Station,AK,Alaska,Kusilvak,61.9422,-162.8828,620,149
Tanacross,AK,Alaska,Southeast Fairbanks,63.3523,-143.4318,133,0
Point MacKenzie,AK,Alaska,Matanuska-Susitna,61.3463,-150.0787,727,1
Mertarvik,AK,Alaska,Bethel,60.811,-164.4991,0,0
Susitna,AK,Alaska,Matanuska-Susitna,61.497,-150.622,0,0
Port Protection,AK,Alaska,Prince of Wales-Hyder,56.3293,-133.594,37,3
Coldfoot,AK,Alaska,Yukon-Koyukuk,67.2475,-150.1079,84,0
Mosquito Lake,AK,Alaska,Haines,59.471,-136.1458,239,1
Napaskiak,AK,Alaska,Bethel,60.7019,-161.7616,408,54
Anaktuvuk Pass,AK,Alaska,North Slope,68.15,-151.7162,341,25
Tuluksak,AK,Alaska,Bethel,61.105,-160.9493,434,57
Mendeltna,AK,Alaska,Valdez-Cordova,62.1359,-146.5388,0,0
Golovin,AK,Alaska,Nome,64.5638,-162.9988,160,14
Shageluk,AK,Alaska,Yukon-Koyukuk,62.6684,-159.563,79,2
Noorvik,AK,Alaska,Northwest Arctic,66.8292,-161.0377,683,314
Seward,AK,Alaska,Kenai Peninsula,60.1124,-149.3925,2831,78
Nikolaevsk,AK,Alaska,Kenai Peninsula,59.8295,-151.5964,279,3
Susitna North,AK,Alaska,Matanuska-Susitna,62.1281,-149.8593,908,1
Salamatof,AK,Alaska,Kenai Peninsula,60.6154,-151.3159,1055,50
Tazlina,AK,Alaska,Valdez-Cordova,62.0536,-145.4362,300,14
Iliamna,AK,Alaska,Lake and Peninsula,59.7957,-154.8698,65,0
Gambell,AK,Alaska,Nome,63.7538,-171.6881,697,25
Nunapitchuk,AK,Alaska,Bethel,60.8772,-162.4615,521,28
Cooper Landing,AK,Alaska,Kenai Peninsula,60.4945,-149.8409,568,3
Naukati Bay,AK,Alaska,Prince of Wales-Hyder,55.8801,-133.1992,62,4
Farmers Loop,AK,Alaska,Fairbanks North Star,64.9061,-147.6957,5092,90
Trapper Creek,AK,Alaska,Matanuska-Susitna,62.3189,-150.3965,389,0
Dot Lake,AK,Alaska,Southeast Fairbanks,63.5749,-144.1815,0,0
Chistochina,AK,Alaska,Valdez-Cordova,62.5921,-144.8136,57,0
Denali Park,AK,Alaska,Denali,63.5909,-148.7107,834,1
Kaltag,AK,Alaska,Yukon-Koyukuk,64.3223,-158.7436,177,3
Glennallen,AK,Alaska,Valdez-Cordova,62.1278,-145.7693,220,0
Beluga,AK,Alaska,Kenai Peninsula,61.1869,-151.1637,2,0
King Salmon,AK,Alaska,Bristol Bay,58.753,-156.5061,361,0
Point Possession,AK,Alaska,Kenai Peninsula,60.9228,-150.6891,0,0
North Pole,AK,Alaska,Fairbanks North Star,64.753,-147.36,2101,198
Hooper Bay,AK,Alaska,Kusilvak,61.5262,-166.1146,1208,62
Ferry,AK,Alaska,Denali,64.0496,-148.9205,13,0
Talkeetna,AK,Alaska,Matanuska-Susitna,62.2753,-150.0814,946,12
St. Paul,AK,Alaska,Aleutians West,57.1815,-170.2743,504,4
Kotlik,AK,Alaska,Kusilvak,63.0305,-163.5531,629,83
Chignik Lagoon,AK,Alaska,Lake and Peninsula,56.3041,-158.5004,63,1
Coffman Cove,AK,Alaska,Prince of Wales-Hyder,56.0057,-132.8395,183,6
White Mountain,AK,Alaska,Nome,64.6812,-163.4228,202,42
Meadow Lakes,AK,Alaska,Matanuska-Susitna,61.638,-149.608,7665,39
Port Lions,AK,Alaska,Kodiak Island,57.8754,-152.8745,191,14
Bethel,AK,Alaska,Bethel,60.7928,-161.7917,4708,56
Sutton-Alpine,AK,Alaska,Matanuska-Susitna,61.7429,-148.8542,1647,11
Point Hope,AK,Alaska,North Slope,68.3445,-166.6738,709,54
Kwigillingok,AK,Alaska,Bethel,59.8767,-163.1717,349,5
Knik-Fairview,AK,Alaska,Matanuska-Susitna,61.4964,-149.6535,17203,79
Nikiski,AK,Alaska,Kenai Peninsula,60.7152,-151.2317,4728,26
Sand Point,AK,Alaska,Aleutians East,55.3227,-160.4834,1076,52
Kodiak,AK,Alaska,Kodiak Island,57.7934,-152.406,9156,591
Kachemak,AK,Alaska,Kenai Peninsula,59.6745,-151.4364,493,114
Farm Loop,AK,Alaska,Matanuska-Susitna,61.6394,-149.1471,1113,61
Houston,AK,Alaska,Matanuska-Susitna,61.6159,-149.8003,2347,37
King Cove,AK,Alaska,Aleutians East,55.0858,-162.2979,1014,15
Elim,AK,Alaska,Nome,64.6184,-162.2762,338,49
Klukwan,AK,Alaska,Hoonah-Angoon,59.3987,-135.8886,62,17
Knik River,AK,Alaska,Matanuska-Susitna,61.4606,-148.9155,753,3
Bear Creek,AK,Alaska,Kenai Peninsula,60.2071,-149.3524,1512,15
Lake Louise,AK,Alaska,Matanuska-Susitna,62.3131,-146.5625,8,0
Lower Kalskag,AK,Alaska,Bethel,61.5163,-160.3556,309,95
Covenant Life,AK,Alaska,Haines,59.3998,-136.0946,36,0
McGrath,AK,Alaska,Yukon-Koyukuk,62.9424,-155.563,324,2
Shishmaref,AK,Alaska,Nome,66.2372,-166.1027,610,105
Delta Junction,AK,Alaska,Southeast Fairbanks,64.0604,-145.7058,847,23
Fairbanks,AK,Alaska,Fairbanks North Star,64.8353,-147.6534,64732,384
Big Lake,AK,Alaska,Matanuska-Susitna,61.526,-149.9721,3136,10
Venetie,AK,Alaska,Yukon-Koyukuk,67.0205,-146.375,164,2
Wales,AK,Alaska,Nome,65.6119,-168.0773,149,24
Paxson,AK,Alaska,Valdez-Cordova,63.0111,-145.7312,10,0
Grayling,AK,Alaska,Yukon-Koyukuk,62.8998,-160.1078,203,6
Kasigluk,AK,Alaska,Bethel,60.8785,-162.5272,655,21
Aleneva,AK,Alaska,Kodiak Island,58.059,-152.9091,33,0
Napakiak,AK,Alaska,Bethel,60.692,-161.979,367,61
Portage Creek,AK,Alaska,Dillingham,58.9049,-157.6691,0,0
Teller,AK,Alaska,Nome,65.2531,-166.342,234,60
Nabesna,AK,Alaska,Valdez-Cordova,62.4606,-143.0402,0,0
Thorne Bay,AK,Alaska,Prince of Wales-Hyder,55.6652,-132.5337,487,7
Akiachak,AK,Alaska,Bethel,60.9209,-161.402,609,33
Hollis,AK,Alaska,Prince of Wales-Hyder,55.5113,-132.7023,142,0
Chisana,AK,Alaska,Valdez-Cordova,62.0946,-142.034,0,0
Stevens Village,AK,Alaska,Yukon-Koyukuk,66.025,-149.0803,10,0
Kupreanof,AK,Alaska,Petersburg Borough,56.8089,-132.9889,28,3
Alcan Border,AK,Alaska,Southeast Fairbanks,62.6727,-141.1321,65,0
Stony River,AK,Alaska,Bethel,61.7937,-156.5861,36,4
Metlakatla,AK,Alaska,Prince of Wales-Hyder,55.1182,-131.5688,1639,274
Chignik Lake,AK,Alaska,Lake and Peninsula,56.2631,-158.8049,57,1
Galena,AK,Alaska,Yukon-Koyukuk,64.7381,-156.8635,472,10
Kwethluk,AK,Alaska,Bethel,60.7978,-161.4147,749,28
Sunrise,AK,Alaska,Kenai Peninsula,60.8701,-149.4678,39,1
McCarthy,AK,Alaska,Valdez-Cordova,61.4539,-142.8648,0,0
Valdez,AK,Alaska,Valdez-Cordova,61.0963,-146.2596,3862,7
Wasilla,AK,Alaska,Matanuska-Susitna,61.577,-149.4661,10151,316
Wainwright,AK,Alaska,North Slope,70.638,-159.9713,584,21
Eagle,AK,Alaska,Southeast Fairbanks,64.7813,-141.1978,83,36
New Stuyahok,AK,Alaska,Dillingham,59.4762,-157.271,513,5
Saxman,AK,Alaska,Ketchikan Gateway,55.3232,-131.5891,384,155
Eagle Village,AK,Alaska,Southeast Fairbanks,64.7434,-141.1138,22,0
Unalakleet,AK,Alaska,Nome,63.8922,-160.786,686,92
Sleetmute,AK,Alaska,Bethel,61.6516,-157.1251,85,0
Whittier,AK,Alaska,Valdez-Cordova,60.7852,-148.6455,208,6
Ambler,AK,Alaska,Northwest Arctic,67.0897,-157.8725,263,9
Four Mile Road,AK,Alaska,Yukon-Koyukuk,64.6046,-149.1223,0,0
Prudhoe Bay,AK,Alaska,North Slope,70.3128,-148.6957,2094,2
Russian Mission,AK,Alaska,Kusilvak,61.7825,-161.3567,338,24
Nikolski,AK,Alaska,Aleutians West,53.0133,-168.7536,25,0
Pelican,AK,Alaska,Hoonah-Angoon,57.9577,-136.2176,85,59
Fort Yukon,AK,Alaska,Yukon-Koyukuk,66.5806,-145.2416,547,31
Gustavus,AK,Alaska,Hoonah-Angoon,58.4275,-135.7492,440,4
Game Creek,AK,Alaska,Hoonah-Angoon,58.0553,-135.508,0,0
Koliganek,AK,Alaska,Dillingham,59.6971,-157.2259,170,3
Goldstream,AK,Alaska,Fairbanks North Star,64.9339,-148.0083,3987,17
Kodiak Station,AK,Alaska,Kodiak Island,57.7451,-152.5443,1364,22
